CustomerID,Name,Gender,Age,Region,Occupation,Income,Customer_Segment,Join_Date
CUST0354,Jane Lee,Male,62,South,Teacher,151034,Corporate,03/26/2022
CUST0355,Olivia Hernandez,Male,75,North,Trader,75421,Private,12/14/2024
CUST0356,Joseph Thomas,Female,20,North,Student,93498,Private,04/27/2021
CUST0357,Grace Johnson,Male,72,East,Teacher,74305,Private,08/13/2016
CUST0358,Thomas Clark,Female,22,East,Trader,167838,Retail,05/10/2021
CUST0359,Christopher Ramirez,Female,61,East,Doctor,56687,Private,02/14/2023
CUST0360,Michael Taylor,Female,21,North,Doctor,80855,Retail,10/27/2018
CUST0361,Amanda Harris,Female,67,East,Teacher,186231,Corporate,10/15/2023
CUST0362,Matthew Thomas,Male,40,West,Doctor,68690,Private,07/27/2021
CUST0363,Grace Gonzalez,Male,67,East,Retired,84605,Private,10/29/2015
CUST0364,Michael Rodriguez,Male,42,South,Student,122137,Corporate,01/17/2019
CUST0365,Sarah Williams,Male,37,West,Engineer,90717,Retail,06/26/2016
CUST0366,Michael Garcia,Female,46,West,Teacher,26884,Retail,12/20/2018
CUST0367,Ashley Williams,Female,73,West,Teacher,96506,Corporate,05/08/2019
CUST0368,Thomas Williams,Male,54,South,Student,119806,Retail,07/22/2016
CUST0369,Robert Martinez,Female,49,South,Teacher,63832,Corporate,02/04/2018
CUST0370,Emily Martinez,Female,68,North,Engineer,85981,Retail,01/31/2023
CUST0371,Samuel Thomas,Male,47,North,Trader,99864,Retail,08/22/2025
CUST0372,Daniel Hernandez,Female,69,East,Doctor,107749,Corporate,02/23/2024
CUST0373,Christopher Ramirez,Male,37,East,Banker,72652,Corporate,07/10/2018
CUST0374,Mary Gonzalez,Female,36,West,Banker,83550,Corporate,03/21/2019
CUST0375,Robert Clark,Female,41,North,Banker,72376,Private,02/12/2021
CUST0376,Mary Perez,Male,64,West,Student,74958,Corporate,12/12/2023
CUST0377,Jennifer Clark,Male,70,West,Student,150889,Retail,02/07/2022
CUST0378,Jennifer Davis,Female,60,South,Student,130920,Corporate,10/30/2015
CUST0379,Matthew Martin,Female,55,West,Banker,152805,Private,09/10/2019
CUST0380,Ashley Johnson,Female,62,North,Teacher,85072,Private,06/15/2022
CUST0381,Elizabeth Garcia,Male,54,West,Retired,106926,Corporate,03/09/2016
CUST0382,John Brown,Female,32,South,Doctor,118073,Corporate,03/11/2020
CUST0383,Thomas Perez,Male,40,North,Doctor,47406,Corporate,08/31/2019
CUST0384,Ava Williams,Male,71,South,Engineer,101760,Corporate,02/09/2020
CUST0385,Olivia Miller,Female,40,West,Teacher,134862,Private,10/24/2022
CUST0386,Matthew Hernandez,Male,37,North,Retired,50168,Retail,07/10/2024
CUST0387,William Lee,Male,61,South,Student,83940,Private,12/15/2016
CUST0388,Ashley Garcia,Female,53,West,Doctor,80779,Corporate,01/23/2022
CUST0389,Mary Garcia,Female,43,North,Student,180984,Retail,01/16/2020
CUST0390,Joseph Wilson,Female,18,South,Trader,92966,Private,01/26/2024
CUST0391,Olivia Williams,Male,69,South,Engineer,105454,Retail,02/18/2020
CUST0392,Sarah Rodriguez,Female,51,East,Banker,121879,Private,05/27/2019
CUST0393,Joseph Brown,Female,40,West,Banker,65227,Private,12/01/2022
CUST0394,Olivia Martinez,Male,61,South,Engineer,50896,Retail,06/04/2018
CUST0395,Sarah Garcia,Female,62,South,Banker,121833,Corporate,09/08/2021
CUST0396,David Jackson,Female,45,South,Doctor,186592,Private,10/11/2022
CUST0397,Ava Lee,Male,53,South,Doctor,95716,Retail,02/05/2017
CUST0398,William Clark,Female,57,North,Retired,114119,Retail,06/07/2020
CUST0399,David Miller,Female,53,West,Doctor,199489,Corporate,08/30/2019
CUST0400,Charles Clark,Female,49,South,Teacher,168215,Retail,12/04/2023
CUST0401,Thomas Davis,Female,20,East,Trader,160930,Corporate,11/19/2016
CUST0402,Thomas Anderson,Female,53,North,Banker,49938,Corporate,09/10/2023
CUST0403,Ashley Clark,Female,52,North,Retired,135701,Private,06/14/2017
CUST0404,Emily Brown,Male,37,North,Doctor,88895,Corporate,09/01/2024
CUST0405,Christopher Williams,Female,73,North,Retired,82113,Retail,02/03/2024
CUST0406,Sophia Jackson,Female,73,West,Trader,181520,Retail,10/20/2023
CUST0407,James Clark,Male,69,North,Banker,111964,Private,02/25/2018
CUST0408,Amanda Moore,Male,38,East,Engineer,170139,Corporate,09/06/2025
CUST0409,Chloe Taylor,Male,26,West,Teacher,92698,Private,06/03/2016
CUST0410,Charles Ramirez,Male,33,South,Student,104435,Retail,07/16/2023
CUST0411,Christopher Perez,Female,49,South,Banker,185780,Corporate,01/15/2022
CUST0412,Emily Gonzalez,Female,22,North,Doctor,155164,Private,02/13/2018
CUST0413,Charles Robinson,Female,47,West,Engineer,172556,Retail,09/29/2024
CUST0414,Thomas Ramirez,Male,64,West,Student,194101,Private,01/07/2019
CUST0415,Chloe Williams,Female,31,West,Retired,75535,Corporate,01/04/2018
CUST0416,William Clark,Female,39,South,Banker,147228,Corporate,01/10/2025
CUST0417,Grace Harris,Male,20,North,Student,140476,Retail,05/23/2016
CUST0418,Ava Ramirez,Male,46,West,Teacher,132145,Retail,09/21/2022
CUST0419,Ava Jones,Female,28,East,Teacher,191596,Corporate,10/22/2017
CUST0420,Michael Lopez,Male,21,West,Student,100087,Private,11/04/2022
CUST0421,Thomas Davis,Female,59,North,Student,44951,Retail,05/24/2017
CUST0422,Jessica Williams,Male,55,South,Banker,198253,Corporate,02/08/2015
CUST0423,John Thompson,Female,70,North,Retired,130707,Private,06/25/2016
CUST0424,Jessica Williams,Male,42,North,Student,46850,Retail,07/07/2018
CUST0425,Elizabeth Lewis,Female,26,West,Retired,54903,Private,08/05/2022
CUST0426,David Williams,Male,57,South,Doctor,112061,Private,05/22/2017
CUST0427,Samuel White,Male,44,West,Retired,76949,Retail,01/20/2025
CUST0428,Sarah Jones,Male,55,West,Engineer,132561,Corporate,11/15/2023
CUST0429,David Davis,Female,59,North,Trader,165069,Private,09/23/2021
CUST0430,Sophia Martin,Female,67,North,Retired,192597,Corporate,04/21/2017
CUST0431,Andrew Martin,Male,65,West,Engineer,189389,Retail,10/16/2023
CUST0432,Daniel Sanchez,Male,49,West,Teacher,83198,Corporate,02/26/2022
CUST0433,Amanda Williams,Male,41,East,Trader,121407,Private,09/20/2019
CUST0434,Elizabeth Moore,Male,66,West,Retired,39134,Retail,08/02/2021
CUST0435,Michael Smith,Female,31,North,Teacher,124326,Private,03/19/2018
CUST0436,Samuel Thompson,Female,45,West,Teacher,187913,Private,01/11/2021
CUST0437,Amanda Jones,Female,23,East,Teacher,154035,Retail,12/04/2025
CUST0438,Olivia Jones,Female,43,North,Engineer,134684,Private,09/10/2025
CUST0439,Chloe Davis,Male,33,North,Doctor,50405,Corporate,11/12/2021
CUST0440,Amanda Johnson,Female,60,South,Teacher,23320,Private,07/16/2016
CUST0441,Charles Smith,Male,49,East,Banker,155586,Private,11/27/2017
CUST0442,Mary Lopez,Male,65,East,Student,50947,Retail,10/04/2018
CUST0443,Olivia Wilson,Female,51,North,Engineer,171165,Private,11/12/2015
CUST0444,Jessica Anderson,Female,21,West,Retired,168605,Retail,02/15/2019
CUST0445,Mary Rodriguez,Male,75,North,Trader,153385,Retail,06/30/2015
CUST0446,Chloe Ramirez,Male,33,North,Doctor,115414,Corporate,04/27/2025
CUST0447,David Garcia,Male,53,West,Trader,104358,Retail,09/01/2019
CUST0448,Ava White,Female,35,North,Banker,117729,Retail,08/18/2020
CUST0449,Grace Lewis,Male,29,South,Retired,155207,Retail,09/12/2025
CUST0450,Daniel Williams,Female,73,East,Retired,101447,Corporate,12/20/2015
CUST0451,Ashley Anderson,Male,41,South,Engineer,167798,Corporate,04/18/2023
CUST0452,Amanda Davis,Female,41,West,Retired,71228,Private,02/05/2025
CUST0453,Ashley Harris,Male,27,North,Doctor,26267,Retail,01/27/2021
CUST0454,Elizabeth Lee,Male,39,North,Retired,192308,Corporate,07/09/2024
CUST0455,Sophia White,Female,24,South,Banker,82434,Corporate,07/08/2020
CUST0456,Jane Jones,Female,23,North,Trader,156251,Corporate,11/10/2022
CUST0457,Daniel Lopez,Female,65,North,Banker,45054,Private,06/30/2016
CUST0458,Samuel Clark,Female,22,North,Doctor,193655,Retail,08/27/2017
CUST0459,Jennifer Rodriguez,Female,69,West,Student,105524,Corporate,01/29/2020
CUST0460,Robert Davis,Male,30,South,Retired,173277,Retail,09/28/2016
CUST0461,Sarah Garcia,Female,47,East,Doctor,51650,Private,01/07/2019
CUST0462,Thomas Miller,Female,37,West,Engineer,51434,Retail,10/07/2016
CUST0463,Olivia Perez,Female,70,North,Trader,105929,Retail,01/09/2016
CUST0464,Charles Davis,Female,43,North,Student,98339,Corporate,03/13/2024
CUST0465,Mary Smith,Female,72,West,Banker,164210,Retail,01/23/2016
CUST0466,Matthew Brown,Male,25,North,Teacher,78271,Retail,03/22/2017
CUST0467,Christopher Gonzalez,Female,61,North,Banker,173647,Corporate,04/15/2025
CUST0468,Christopher Williams,Male,22,South,Student,136242,Retail,01/12/2016
CUST0469,Daniel Ramirez,Female,25,North,Doctor,33274,Retail,05/13/2025
CUST0470,Joseph Wilson,Female,49,North,Doctor,199100,Corporate,12/08/2016
CUST0471,Elizabeth Miller,Male,35,East,Doctor,58962,Retail,11/20/2021
CUST0472,Amanda Martin,Male,59,East,Doctor,128001,Private,05/16/2020
CUST0473,Jane Williams,Female,42,South,Doctor,72286,Private,12/02/2024
CUST0474,Olivia Taylor,Male,58,North,Doctor,114139,Corporate,02/08/2021
CUST0475,Olivia Thomas,Female,54,East,Doctor,90893,Retail,04/17/2015
CUST0476,William Martin,Male,19,East,Teacher,143649,Private,01/04/2019
CUST0477,Thomas Jackson,Male,28,North,Trader,192193,Retail,12/27/2017
CUST0478,Ashley Clark,Male,66,South,Banker,121822,Corporate,06/27/2025
CUST0479,Christopher Ramirez,Male,29,South,Banker,103362,Private,10/28/2022
CUST0480,Elizabeth Robinson,Male,63,East,Banker,167746,Retail,04/25/2021
CUST0481,James Clark,Female,52,East,Trader,148564,Retail,01/05/2016
CUST0482,Jane Davis,Male,19,West,Teacher,106962,Private,04/05/2017
CUST0483,Olivia Jones,Female,63,South,Retired,104826,Retail,03/31/2015
CUST0484,David Jackson,Male,67,North,Retired,157965,Corporate,10/09/2025
CUST0485,Michael Lopez,Female,55,North,Engineer,99105,Corporate,07/12/2016
CUST0486,Mary White,Female,68,West,Student,103173,Retail,12/06/2022
CUST0487,Ashley Thompson,Female,32,South,Doctor,100431,Private,09/21/2022
CUST0488,Jennifer Jones,Male,64,North,Student,170165,Corporate,07/16/2024
CUST0489,Thomas Jackson,Male,29,East,Retired,180269,Retail,03/04/2022
CUST0490,Joseph Brown,Female,27,East,Student,40396,Retail,11/21/2018
CUST0491,William Garcia,Male,70,East,Doctor,22987,Corporate,05/08/2017
CUST0492,Linda Thompson,Male,40,East,Retired,48320,Private,01/06/2015
CUST0493,Jane Gonzalez,Female,64,West,Trader,128532,Corporate,11/20/2024
CUST0494,Daniel Lopez,Female,24,West,Retired,171533,Private,07/03/2023
CUST0495,Grace Davis,Male,46,North,Retired,28758,Corporate,03/24/2015
CUST0496,William Rodriguez,Male,22,East,Trader,118424,Retail,03/18/2023
CUST0497,Michael Moore,Male,39,West,Student,28124,Corporate,07/27/2025
CUST0498,Samuel Garcia,Female,28,North,Teacher,106794,Retail,12/05/2025
CUST0499,James Wilson,Female,60,East,Engineer,82271,Retail,07/23/2015
CUST0500,Daniel Jackson,Female,27,North,Engineer,21000,Corporate,12/25/2015
CUST0501,Jennifer Clark,Female,30,North,Teacher,74251,Retail,02/27/2022
CUST0502,Jennifer Williams,Female,72,North,Engineer,124193,Corporate,06/26/2020
CUST0503,Daniel Perez,Female,23,West,Trader,117260,Corporate,02/22/2019
CUST0504,Mary Anderson,Male,34,West,Doctor,89048,Retail,05/21/2024
CUST0505,Robert Jackson,Male,27,North,Teacher,195149,Corporate,01/24/2024
CUST0506,Ashley Wilson,Male,53,North,Retired,121477,Private,09/11/2019
CUST0507,Ashley Perez,Female,54,South,Doctor,98342,Retail,06/06/2019
CUST0508,Daniel Ramirez,Male,50,South,Teacher,137713,Retail,08/23/2025
CUST0509,Mary Miller,Male,26,North,Doctor,40543,Private,11/19/2019
CUST0510,James Clark,Male,71,East,Engineer,37566,Retail,05/09/2019
CUST0511,Ashley Gonzalez,Female,72,East,Banker,140103,Retail,10/27/2023
CUST0512,Charles Martin,Female,25,West,Trader,58849,Private,08/05/2021
CUST0513,Joseph Harris,Male,24,North,Retired,94997,Private,11/14/2024
CUST0514,Elizabeth Lewis,Female,34,West,Student,147293,Private,10/30/2021
CUST0515,Jessica Johnson,Male,35,West,Trader,182069,Private,08/20/2022
CUST0516,Charles Gonzalez,Male,43,East,Student,82279,Retail,05/13/2023
CUST0517,Jessica Robinson,Female,75,East,Teacher,108569,Corporate,06/27/2018
CUST0518,Robert Clark,Female,72,North,Retired,79757,Retail,05/15/2018
CUST0519,Sophia Anderson,Female,35,West,Banker,189228,Retail,02/08/2017
CUST0520,Matthew Miller,Female,65,West,Retired,155397,Corporate,03/16/2024
CUST0521,Jane Taylor,Male,22,East,Student,152853,Corporate,07/09/2016
CUST0522,Thomas Ramirez,Male,29,South,Retired,72619,Retail,10/18/2017
CUST0523,Jane Anderson,Male,41,South,Engineer,116561,Corporate,08/30/2020
CUST0524,Daniel Lee,Male,61,North,Trader,117639,Corporate,08/30/2021
CUST0525,Matthew Garcia,Female,55,East,Engineer,62864,Corporate,05/26/2023
CUST0526,Christopher Thompson,Male,36,North,Doctor,33015,Retail,07/29/2024
CUST0527,Joseph Harris,Male,72,South,Student,79011,Private,04/26/2017
CUST0528,Robert Lee,Female,50,North,Retired,198834,Retail,04/25/2020
CUST0529,Ava Jones,Male,56,North,Trader,86162,Private,01/11/2024
CUST0530,Jennifer Thompson,Female,45,West,Retired,111412,Corporate,10/29/2017
CUST0531,James Anderson,Female,61,West,Banker,46820,Retail,09/26/2020
CUST0532,Grace Clark,Female,53,East,Engineer,199414,Retail,05/27/2020
CUST0533,Michael Hernandez,Female,58,East,Retired,92583,Corporate,05/11/2022
CUST0534,Charles Lewis,Female,30,South,Banker,82993,Retail,01/13/2024
CUST0535,Chloe Sanchez,Female,60,East,Student,56681,Private,04/15/2015
CUST0536,Samuel Thomas,Female,34,West,Doctor,121783,Private,05/25/2015
CUST0537,Joseph Thompson,Male,39,South,Student,160151,Private,10/20/2023
CUST0538,Jessica Robinson,Female,50,East,Retired,64560,Private,10/30/2024
CUST0539,Ashley Garcia,Female,24,West,Trader,87804,Private,01/24/2024
CUST0540,Ashley Harris,Male,61,East,Student,43409,Retail,12/26/2018
CUST0541,Linda White,Female,44,East,Engineer,88304,Private,04/19/2018
CUST0542,Matthew Ramirez,Male,48,North,Retired,186303,Private,07/04/2021
CUST0543,Amanda Williams,Female,74,South,Banker,51409,Private,04/13/2019
CUST0544,Andrew Martinez,Female,21,South,Trader,72506,Corporate,08/04/2019
CUST0545,Joseph Lewis,Female,27,East,Retired,67279,Retail,06/20/2020
CUST0546,William Lee,Male,38,North,Teacher,138503,Corporate,05/07/2017
CUST0547,Thomas Harris,Male,54,South,Doctor,43079,Retail,11/21/2021
CUST0548,Emily Lee,Female,43,West,Doctor,120484,Retail,06/04/2015
CUST0549,Ashley Miller,Female,18,East,Retired,159207,Retail,03/15/2015
CUST0550,Grace Smith,Male,32,East,Engineer,53798,Retail,04/21/2019
CUST0551,Andrew Jackson,Female,28,North,Retired,31984,Corporate,08/20/2025
CUST0552,Jennifer Anderson,Female,45,South,Engineer,148497,Corporate,05/31/2023
CUST0553,James Garcia,Female,19,South,Trader,54394,Retail,03/26/2023
CUST0554,John Jackson,Male,25,East,Student,190535,Retail,03/17/2019
CUST0555,Daniel Lee,Female,67,North,Banker,32572,Private,03/18/2016
CUST0556,Samuel Clark,Male,21,North,Doctor,136474,Corporate,05/21/2016
CUST0557,Ashley Rodriguez,Female,62,South,Trader,199762,Private,02/08/2015
CUST0558,Jennifer Wilson,Male,60,East,Banker,178763,Private,07/15/2016
CUST0559,Emily Clark,Male,50,North,Engineer,49887,Retail,07/31/2020
CUST0560,James Martin,Male,67,East,Retired,157139,Retail,01/06/2019
CUST0561,Charles Wilson,Female,28,North,Banker,150116,Retail,09/19/2022
CUST0562,Ava Thomas,Female,33,North,Teacher,196064,Retail,03/03/2025
CUST0563,Sarah Clark,Female,27,North,Retired,154140,Retail,02/11/2023
CUST0564,Sophia Brown,Female,59,South,Doctor,97600,Corporate,03/16/2020
CUST0565,Jane Brown,Male,73,North,Retired,96170,Corporate,12/28/2023
CUST0566,Grace Hernandez,Female,65,North,Teacher,32029,Retail,07/21/2024
CUST0567,David Perez,Male,39,East,Doctor,183002,Corporate,11/07/2024
CUST0568,Sophia Williams,Female,70,East,Trader,49840,Corporate,06/28/2019
CUST0569,Matthew Rodriguez,Female,62,West,Retired,130556,Private,12/08/2024
CUST0570,Olivia Garcia,Male,26,North,Retired,61784,Retail,09/01/2019
CUST0571,Ava Jackson,Female,69,West,Trader,180254,Corporate,09/27/2023
CUST0572,Elizabeth Martin,Male,73,South,Doctor,147958,Retail,12/14/2024
CUST0573,Emily Anderson,Male,22,East,Student,102375,Retail,11/25/2022
CUST0574,Chloe Perez,Male,60,East,Banker,157128,Private,11/09/2022
CUST0575,Amanda Brown,Female,60,South,Doctor,110636,Private,08/02/2022
CUST0576,Samuel Gonzalez,Male,71,North,Teacher,188663,Retail,09/01/2020
CUST0577,Chloe Thomas,Female,73,South,Teacher,148882,Corporate,09/13/2017
CUST0578,William Rodriguez,Male,50,South,Banker,188641,Corporate,07/10/2019
CUST0579,Christopher Davis,Male,47,West,Retired,170217,Corporate,12/27/2015
CUST0580,Chloe Thomas,Female,38,North,Doctor,191277,Retail,02/25/2016
CUST0581,Daniel Wilson,Male,53,North,Retired,43827,Private,10/20/2025
CUST0582,Amanda Lee,Female,74,South,Student,196022,Corporate,08/28/2025
CUST0583,William Lopez,Male,70,South,Retired,139133,Corporate,04/13/2021
CUST0584,Thomas Martin,Female,63,East,Student,138628,Retail,02/04/2016
CUST0585,Thomas Perez,Male,18,East,Engineer,186110,Corporate,02/21/2021
CUST0586,Andrew Lopez,Male,20,South,Doctor,56817,Private,04/30/2023
CUST0587,Sophia Wilson,Male,34,South,Trader,51652,Corporate,06/02/2017
CUST0588,Matthew Clark,Male,63,East,Teacher,128650,Retail,05/23/2025
CUST0589,Samuel Clark,Male,67,West,Doctor,192610,Private,09/21/2025
CUST0590,Andrew Jones,Female,18,North,Banker,133458,Private,06/01/2020
CUST0591,Ava Taylor,Male,62,South,Student,53654,Retail,05/06/2019
CUST0592,Grace Martin,Female,50,West,Doctor,179644,Private,07/20/2023
CUST0593,Linda Rodriguez,Female,39,East,Doctor,54962,Retail,08/18/2019
CUST0594,Amanda Thompson,Female,71,East,Student,165118,Private,06/09/2017
CUST0595,James Miller,Female,61,East,Student,54779,Private,04/16/2022
CUST0596,Mary Taylor,Female,63,North,Retired,112337,Private,05/21/2020
CUST0597,Joseph Jackson,Female,61,East,Retired,130726,Retail,11/11/2020
CUST0598,Sarah Smith,Female,27,North,Student,34838,Retail,12/29/2017
CUST0599,Thomas Sanchez,Male,36,East,Trader,36261,Private,10/18/2023
CUST0600,Jennifer Miller,Male,40,West,Teacher,181509,Private,04/17/2023
CUST0601,Ashley Ramirez,Male,65,West,Trader,153935,Private,03/24/2018
CUST0602,Charles Perez,Male,42,West,Doctor,199607,Corporate,10/31/2025
CUST0603,Ashley Johnson,Male,65,East,Trader,182676,Corporate,04/22/2024
CUST0604,Linda Robinson,Female,66,South,Retired,70724,Corporate,01/13/2020
CUST0605,Mary Perez,Male,29,South,Student,154701,Retail,03/26/2019
CUST0606,Jane Wilson,Female,53,East,Trader,62186,Private,06/27/2024
CUST0607,Robert Smith,Female,47,South,Teacher,60292,Corporate,09/10/2021
CUST0608,Jane Harris,Female,49,East,Teacher,103324,Private,06/19/2017
CUST0609,Mary Taylor,Male,68,South,Doctor,162365,Private,07/11/2019
CUST0610,Michael Lopez,Male,74,South,Student,107001,Corporate,01/17/2019
CUST0611,Jennifer Miller,Female,53,North,Teacher,195358,Corporate,12/31/2019
CUST0612,Linda Lewis,Male,20,East,Doctor,49720,Corporate,11/16/2017
CUST0613,Ashley White,Female,19,East,Banker,153361,Corporate,06/16/2020
CUST0614,Jane Martinez,Male,38,North,Teacher,63881,Private,12/24/2020
CUST0615,John Lee,Male,31,South,Retired,199674,Corporate,05/15/2024
CUST0616,Sarah Miller,Female,59,North,Student,199842,Retail,04/08/2015
CUST0617,Matthew Thompson,Female,20,North,Teacher,34226,Retail,11/28/2023
CUST0618,Robert Moore,Male,54,South,Engineer,126858,Corporate,01/22/2020
CUST0619,Samuel Gonzalez,Female,38,North,Doctor,196501,Retail,12/30/2020
CUST0620,John Lee,Male,66,North,Student,39028,Corporate,05/29/2025
CUST0621,Andrew Brown,Female,68,East,Banker,42676,Corporate,08/01/2023
CUST0622,Ava Anderson,Female,43,North,Doctor,60979,Private,06/19/2017
CUST0623,David White,Female,68,East,Student,57768,Corporate,08/06/2022
CUST0624,Daniel Robinson,Female,18,South,Teacher,30950,Retail,06/03/2021
CUST0625,Amanda Gonzalez,Male,37,South,Student,110138,Retail,08/18/2019
CUST0626,Daniel Lee,Male,28,South,Trader,181712,Corporate,03/06/2017
CUST0627,Sarah Garcia,Male,72,West,Student,164091,Retail,04/05/2018
CUST0628,Grace Williams,Female,24,South,Student,172199,Corporate,09/02/2025
CUST0629,William Lopez,Male,60,South,Teacher,94746,Private,10/13/2015
CUST0630,Daniel Miller,Female,49,West,Engineer,181570,Private,06/06/2018
CUST0631,Charles Jackson,Male,54,East,Retired,102924,Corporate,11/21/2016
CUST0632,John Hernandez,Male,68,South,Student,187991,Corporate,02/07/2018
CUST0633,Christopher Lopez,Male,61,East,Doctor,141332,Corporate,01/09/2019
CUST0634,Thomas Martinez,Female,53,North,Trader,189227,Private,12/02/2015
CUST0635,Christopher Rodriguez,Male,75,South,Engineer,184264,Retail,02/27/2023
CUST0636,Michael Lewis,Male,72,North,Retired,172539,Private,07/18/2019
CUST0637,Thomas Jackson,Male,20,East,Banker,161473,Corporate,05/02/2022
CUST0638,Thomas Jones,Female,43,South,Retired,174560,Private,08/11/2024
CUST0639,Jennifer Jones,Female,50,North,Doctor,115385,Private,02/13/2015
CUST0640,Grace Davis,Male,66,South,Doctor,61739,Retail,05/08/2021
CUST0641,Joseph Perez,Male,65,West,Engineer,30595,Retail,07/16/2023
CUST0642,Jessica Davis,Male,34,East,Trader,31221,Private,04/26/2017
CUST0643,Andrew Robinson,Female,42,West,Doctor,32173,Retail,12/30/2025
CUST0644,Samuel Hernandez,Male,63,East,Retired,89026,Private,02/07/2021
CUST0645,Joseph Garcia,Female,59,West,Engineer,174056,Private,01/27/2025
CUST0646,Christopher Williams,Female,42,South,Banker,126389,Corporate,03/01/2024
CUST0647,Chloe Lopez,Female,68,West,Banker,21729,Private,11/21/2024
CUST0648,David Anderson,Male,32,North,Banker,188683,Corporate,05/16/2017
CUST0649,David Garcia,Male,41,North,Student,80383,Corporate,02/05/2024
CUST0650,William White,Male,48,West,Doctor,75234,Private,10/22/2016
CUST0651,Samuel Clark,Female,19,South,Teacher,53524,Private,08/23/2021
CUST0652,Mary Jones,Male,75,South,Teacher,63605,Corporate,05/06/2025
CUST0653,Mary Taylor,Female,56,North,Student,193472,Corporate,08/15/2025
CUST0654,Michael Miller,Female,56,West,Retired,146266,Retail,06/17/2017
CUST0655,Christopher Wilson,Male,68,South,Banker,192922,Private,12/19/2017
CUST0656,Mary White,Female,47,North,Trader,119145,Corporate,06/25/2016
CUST0657,Sarah Smith,Male,51,West,Retired,59206,Private,01/30/2016
CUST0658,Mary Thomas,Male,74,North,Teacher,146416,Private,06/17/2016
CUST0659,Daniel Martin,Male,75,West,Banker,130279,Corporate,10/23/2024
CUST0660,Jane Thompson,Female,32,West,Retired,119938,Corporate,08/09/2021
CUST0661,Olivia White,Male,45,South,Engineer,145079,Retail,03/16/2025
CUST0662,Chloe Williams,Female,56,West,Engineer,69550,Retail,12/14/2022
CUST0663,Sophia Sanchez,Male,54,North,Banker,21885,Corporate,05/05/2022
CUST0664,James Thompson,Female,44,East,Teacher,60574,Corporate,04/22/2022
CUST0665,Joseph Rodriguez,Female,72,West,Banker,115851,Private,02/02/2018
CUST0666,Grace Gonzalez,Male,44,West,Trader,117049,Private,03/22/2021
CUST0667,Jessica Rodriguez,Female,54,East,Retired,124367,Private,07/19/2016
CUST0668,Chloe Ramirez,Male,65,South,Doctor,62413,Retail,05/28/2017
CUST0669,Andrew Gonzalez,Female,69,North,Trader,122001,Private,01/22/2015
CUST0670,Olivia Williams,Male,48,West,Teacher,36798,Corporate,06/27/2017
CUST0671,Elizabeth Williams,Male,64,West,Doctor,180947,Private,11/04/2020
CUST0672,Jennifer Thompson,Male,67,South,Student,149595,Corporate,02/13/2015
CUST0673,James Ramirez,Female,30,North,Retired,177159,Private,10/13/2020
CUST0674,Charles Davis,Male,61,North,Engineer,82719,Private,01/02/2015
CUST0675,Mary Williams,Female,67,West,Engineer,195547,Corporate,07/19/2019
CUST0676,Joseph Miller,Male,65,North,Teacher,164072,Corporate,02/22/2023
CUST0677,Christopher Moore,Female,40,East,Trader,178954,Retail,02/06/2020
CUST0678,Ava Gonzalez,Male,34,South,Doctor,152707,Retail,04/07/2021
CUST0679,Michael Taylor,Female,39,North,Retired,154555,Corporate,10/28/2024
CUST0680,Ashley Clark,Female,62,West,Doctor,167631,Corporate,08/20/2023
CUST0681,Linda Harris,Female,67,West,Student,140775,Private,08/31/2024
CUST0682,John Thomas,Male,34,North,Doctor,186110,Retail,08/04/2022
CUST0683,Charles Davis,Female,44,East,Banker,160417,Retail,11/10/2022
CUST0684,Christopher Rodriguez,Male,36,North,Doctor,196605,Private,03/17/2024
CUST0685,William Williams,Male,48,East,Engineer,77295,Private,01/07/2018
CUST0686,Mary White,Male,49,South,Trader,83453,Corporate,04/26/2017
CUST0687,Linda Miller,Male,71,East,Trader,47967,Retail,04/27/2025
CUST0688,Michael Perez,Female,57,North,Retired,161944,Retail,07/05/2024
CUST0689,Jessica Lopez,Female,49,East,Doctor,67938,Private,02/21/2018
CUST0690,Daniel Davis,Male,21,West,Doctor,161759,Retail,08/20/2020
CUST0691,Elizabeth Gonzalez,Male,47,North,Student,155844,Corporate,07/16/2018
CUST0692,Charles Smith,Male,61,South,Doctor,172307,Retail,08/25/2018
CUST0693,Elizabeth Martin,Female,29,East,Trader,90623,Corporate,10/01/2025
CUST0694,Amanda Hernandez,Female,29,West,Doctor,75189,Corporate,11/10/2022
CUST0695,Thomas Lopez,Female,72,West,Engineer,138155,Retail,05/29/2021
CUST0696,David Jackson,Male,70,North,Student,90765,Retail,03/24/2021
CUST0697,Emily Ramirez,Female,30,South,Retired,59203,Corporate,01/14/2024
CUST0698,John Garcia,Female,49,South,Retired,185321,Private,12/27/2020
CUST0699,Sophia Hernandez,Female,37,East,Banker,168854,Retail,06/20/2019
CUST0700,Sarah Thompson,Male,21,South,Retired,86660,Corporate,05/29/2024
CUST0701,Samuel Brown,Female,65,East,Engineer,114624,Corporate,04/14/2021
CUST0702,Ashley Robinson,Female,40,North,Doctor,51781,Corporate,09/22/2024
CUST0703,Grace Martin,Male,54,South,Retired,94608,Corporate,08/24/2018
CUST0704,Grace Taylor,Female,67,West,Teacher,119895,Private,03/19/2018
CUST0705,Matthew Lee,Male,73,South,Student,108444,Corporate,01/29/2022
CUST0706,Amanda Jackson,Female,72,North,Teacher,62467,Corporate,07/23/2017
